dir	gDP_chain_mom	gDP_chain_prow	gDP_chain_closure	gDP_chain_total	ADJ_gDP	true_flow	gDP_total_lesion	gDP_flow_lesion	J_chain_mom	J_chain_prow	J_flow_prod	J_chain_total	ADJ_J	true_flow_J	C	Gx	FD_J	J_flow_lesion	J_direct_prod	J_prod_minus_FDtruth
D1	-5.882090107135897	-0.07723034065140243	-5.9593204477873	-28.512867273018173	-5.23029384626718	-4.277461237487605	-24.235406035530566	-1.6818592102996943	0.1636535961343337	0.004814701336826552	0.16846829747116024	-0.3634369980612431	-0.0358350400485765	-0.04884018700713266	-0.030341656277042862	-0.0015704339056528767	0.04252469623637622	0.2173084844782929	-0.5319052955324033	-0.4059616942976193
D2	0.5178639367135747	0.009025421418922722	0.5268893581324974	-3.6459477997987255	1.0505249811003	0.3844628061126605	-4.030410605911386	0.1424265520198369	-0.03895532699615725	-0.002023352099349198	-0.040978679095506454	-0.23435749349625745	-0.02492599038981423	-0.006440998953954891	-0.008210889966675959	0.004043159681714134	-0.003528972517971574	-0.03453768014155156	-0.193378814400751	-0.23082852097828588
D3	20.158968966254037	-0.27201884242897056	19.886950123825066	128.3625381491732	13.60342258150915	14.096353328798937	114.26618482037425	5.790596795026129	-0.09316339795195006	-0.014341446113465568	-0.10750484406541562	0.007937853805565442	-0.01200301226991504	0.011566617518607991	-0.019791957452	0.0084067076831	-0.0004449511895182612	-0.11907146158402361	0.11544269787098106	0.008382804995083704
